C:\Users\Pritesh\Desktop\Data\IMG\center_2020_04_30_11_33_03_019.jpg, C:\Users\Pritesh\Desktop\Data\IMG\left_2020_04_30_11_33_03_019.jpg, C:\Users\Pritesh\Desktop\Data\IMG\right_2020_04_30_11_33_03_019.jpg, 0, 0, 0, 7.829595E-05
C:\Users\Pritesh\Desktop\Data\IMG\center_2020_04_30_11_33_03_120.jpg, C:\Users\Pritesh\Desktop\Data\IMG\left_2020_04_30_11_33_03_120.jpg, C:\Users\Pritesh\Desktop\Data\IMG\right_2020_04_30_11_33_03_120.jpg, 0, 0, 0, 7.761876E-05
C:\Users\Pritesh\Desktop\Data\IMG\center_2020_04_30_11_33_03_223.jpg, C:\Users\Pritesh\Desktop\Data\IMG\left_2020_04_30_11_33_03_223.jpg, C:\Users\Pritesh\Desktop\Data\IMG\right_2020_04_30_11_33_03_223.jpg, 0, 0, 0, 7.832564E-05
C:\Users\Pritesh\Desktop\Data\IMG\center_2020_04_30_11_33_03_325.jpg, C:\Users\Pritesh\Desktop\Data\IMG\left_2020_04_30_11_33_03_325.jpg, C:\Users\Pritesh\Desktop\Data\IMG\right_2020_04_30_11_33_03_325.jpg, 0, 0, 0, 7.838477E-05
C:\Users\Pritesh\Desktop\Data\IMG\center_2020_04_30_11_33_03_425.jpg, C:\Users\Pritesh\Desktop\Data\IMG\left_2020_04_30_11_33_03_425.jpg, C:\Users\Pritesh\Desktop\Data\IMG\right_2020_04_30_11_33_03_425.jpg, 0, 0, 0, 8.063899E-05
C:\Users\Pritesh\Desktop\Data\IMG\center_2020_04_30_11_33_03_528.jpg, C:\Users\Pritesh\Desktop\Data\IMG\left_2020_04_30_11_33_03_528.jpg, C:\Users\Pritesh\Desktop\Data\IMG\right_2020_04_30_11_33_03_528.jpg, 0, 0, 0, 7.923944E-05
C:\Users\Pritesh\Desktop\Data\IMG\center_2020_04_30_11_33_03_630.jpg, C:\Users\Pritesh\Desktop\Data\IMG\left_2020_04_30_11_33_03_630.jpg, C:\Users\Pritesh\Desktop\Data\IMG\right_2020_04_30_11_33_03_630.jpg, 0, 0, 0, 7.810205E-05
C:\Users\Pritesh\Desktop\Data\IMG\center_2020_04_30_11_33_03_733.jpg, C:\Users\Pritesh\Desktop\Data\IMG\left_2020_04_30_11_33_03_733.jpg, C:\Users\Pritesh\Desktop\Data\IMG\right_2020_04_30_11_33_03_733.jpg, 0, 0, 0, 8.080157E-05
C:\Users\Pritesh\Desktop\Data\IMG\center_2020_04_30_11_33_03_836.jpg, C:\Users\Pritesh\Desktop\Data\IMG\left_2020_04_30_11_33_03_836.jpg, C:\Users\Pritesh\Desktop\Data\IMG\right_2020_04_30_11_33_03_836.jpg, 0, 0, 0, 7.799829E-05
C:\Users\Pritesh\Desktop\Data\IMG\center_2020_04_30_11_33_03_938.jpg, C:\Users\Pritesh\Desktop\Data\IMG\left_2020_04_30_11_33_03_938.jpg, C:\Users\Pritesh\Desktop\Data\IMG\right_2020_04_30_11_33_03_938.jpg, 0, 0, 0, 7.82826E-05
C:\Users\Pritesh\Desktop\Data\IMG\center_2020_04_30_11_33_04_042.jpg, C:\Users\Pritesh\Desktop\Data\IMG\left_2020_04_30_11_33_04_042.jpg, C:\Users\Pritesh\Desktop\Data\IMG\right_2020_04_30_11_33_04_042.jpg, 0, 0, 0, 7.996775E-05
C:\Users\Pritesh\Desktop\Data\IMG\center_2020_04_30_11_33_04_144.jpg, C:\Users\Pritesh\Desktop\Data\IMG\left_2020_04_30_11_33_04_144.jpg, C:\Users\Pritesh\Desktop\Data\IMG\right_2020_04_30_11_33_04_144.jpg, 0, 0, 0, 7.785158E-05
C:\Users\Pritesh\Desktop\Data\IMG\center_2020_04_30_11_33_04_247.jpg, C:\Users\Pritesh\Desktop\Data\IMG\left_2020_04_30_11_33_04_247.jpg, C:\Users\Pritesh\Desktop\Data\IMG\right_2020_04_30_11_33_04_247.jpg, 0, 0, 0, 7.842169E-05
